지역,시,구,동,방,화장실,주방,거실,전용 면적,건물 유형,엘리베이터,주차 여부,임대료(1주),관리비용,청소비용,보증금,계약일수,총일수,예약률
경기도,안산시,단원구,성곡동, 2, 1, 1, 1,9,호텔,있음,무료주차(선착순),"230,000","40,000","50,000","330,000",9,103,0.087
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,연립빌라,있음,무료주차(선착순),"240,000","70,000","100,000","330,000",0,103,0
서울특별시,중랑구,신내동,, 2, 1, 1, 1,10,아파트,있음,무료주차(선착순),"360,000","50,000","50,000","330,000",79,103,0.767
서울특별시,강서구,마곡동,, 1, 1, 1, 1,7,오피스텔,있음,무료주차(여유),"340,000","60,000","50,000","330,000",24,103,0.233
서울특별시,중구,신당동,, 1, 1, 1, 1,8,복층오피스텔,있음,유료주차,"350,000","100,000","50,000","330,000",75,103,0.728
강원특별자치도,속초시,영랑동,, 1, 1, 1, 0,8,오피스텔,있음,무료주차(여유),"190,000","30,000","20,000","330,000",25,103,0.243
서울특별시,서초구,서초동,, 1, 2, 1, 1,20,아파트,있음,유료주차,"540,000","170,000","80,000","330,000",59,103,0.573
서울특별시,도봉구,방학동,, 1, 1, 1, 0,7,복층오피스텔,있음,유료주차,"300,000","40,000","50,000","330,000",26,103,0.252
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"64,000","10,000","10,000","100,000",7,103,0.068
서울특별시,강서구,화곡동,, 1, 1, 1, 1,7,연립빌라,있음,무료주차(선착순),"210,000","60,000","100,000","330,000",0,103,0
서울특별시,은평구,불광동,, 1, 1, 1, 0,9,원룸건물,없음,무료주차(여유),"290,000","40,000","30,000","330,000",86,103,0.835
서울특별시,은평구,갈현동,, 2, 1, 1, 1,12,단독주택,없음,불가능,"210,000","35,000","28,000","330,000",36,103,0.35
인천광역시,서구,가정동,, 3, 1, 1, 1,11,연립빌라,없음,무료주차(선착순),"180,000","30,000","30,000","330,000",60,103,0.583
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,연립빌라,있음,무료주차(선착순),"230,000","60,000","100,000","330,000",1,103,0.01
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"64,000","10,000","10,000","100,000",41,103,0.398
서울특별시,관악구,신림동,, 1, 1, 0, 0,2,고시원,없음,불가능,"130,000",0,"20,000","100,000",3,103,0.029
서울특별시,강서구,화곡동,, 1, 1, 1, 1,4,오피스텔,있음,무료주차(선착순),"160,000","60,000","100,000","330,000",8,103,0.078
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",8,103,0.078
서울특별시,강남구,수서동,, 1, 1, 1, 0,11,오피스텔,있음,불가능,"398,000","100,000","60,000","330,000",48,103,0.466
인천광역시,연수구,송도동,, 1, 1, 1, 0,10,오피스텔,있음,무료주차(여유),"260,000","50,000","50,000","330,000",78,103,0.757
서울특별시,강남구,역삼동,, 1, 1, 1, 0,8,오피스텔,있음,유료주차,"390,000","90,000","70,000","330,000",61,103,0.592
충청남도,천안시,동남구,신부동, 1, 1, 0, 0,6,원룸건물,있음,무료주차(선착순),"180,000","23,000","35,000","330,000",12,103,0.117
대구광역시,달성군,현풍읍,, 1, 1, 1, 0,7,오피스텔,있음,무료주차(여유),"150,000","70,000","50,000","330,000",34,103,0.33
서울특별시,송파구,방이동,, 1, 1, 0, 0,4,원룸건물,없음,무료주차(선착순),"220,000","50,000","50,000","330,000",0,103,0
인천광역시,계양구,작전동,, 1, 1, 1, 0,7,원룸건물,없음,무료주차(선착순),"120,000","50,000","50,000","330,000",20,103,0.194
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,아파트,있음,무료주차(선착순),"230,000","70,000","100,000","330,000",0,103,0
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,아파트,있음,무료주차(선착순),"230,000","60,000","100,000","330,000",12,103,0.117
서울특별시,송파구,문정동,, 2, 2, 1, 1,15,오피스텔,있음,무료주차(여유),"550,000","230,000","150,000","330,000",94,103,0.913
서울특별시,강서구,화곡동,, 1, 1, 1, 1,7,연립빌라,있음,무료주차(선착순),"200,000","70,000","100,000","330,000",8,103,0.078
서울특별시,영등포구,당산동5가,, 1, 1, 0, 0,8,오피스텔,있음,유료주차,"350,000","120,000","40,000","330,000",32,103,0.311
경기도,화성시,석우동,, 1, 1, 0, 0,11,오피스텔,있음,무료주차(여유),"297,000","110,000","60,000","330,000",60,103,0.583
서울특별시,강동구,성내동,, 1, 1, 1, 1,9,오피스텔,있음,불가능,"430,000","60,000","50,000","330,000",20,103,0.194
서울특별시,강서구,마곡동,, 1, 1, 1, 1,7,오피스텔,있음,유료주차,"330,000","50,000","50,000","330,000",15,103,0.146
서울특별시,성북구,장위동,, 2, 1, 1, 1,13,연립빌라,있음,무료주차(여유),"400,000","5,000","60,000","330,000",43,103,0.417
서울특별시,성북구,장위동,, 2, 1, 1, 1,13,연립빌라,있음,무료주차(여유),"450,000","5,000","60,000","330,000",45,103,0.437
서울특별시,성북구,장위동,, 2, 1, 1, 1,13,연립빌라,있음,무료주차(여유),"400,000","5,000","60,000","330,000",68,103,0.66
서울특별시,강서구,화곡동,, 3, 2, 1, 1,12,연립빌라,있음,무료주차(선착순),"280,000","70,000","100,000","330,000",5,103,0.049
서울특별시,구로구,오류동,, 1, 1, 1, 1,7,단독주택,없음,불가능,"200,000","30,000","30,000","330,000",47,103,0.456
서울특별시,용산구,한강로1가,, 1, 1, 1, 0,11,오피스텔,있음,유료주차,"450,000","50,000","50,000","330,000",15,103,0.146
서울특별시,강서구,화곡동,, 1, 1, 1, 1,8,연립빌라,있음,무료주차(선착순),"190,000","70,000","100,000","330,000",66,103,0.641
인천광역시,부평구,삼산동,, 3, 2, 1, 1,32,아파트,있음,무료주차(여유),"400,000","60,000","40,000","330,000",72,103,0.699
경기도,수원시,팔달구,고등동, 2, 1, 1, 1,15,오피스텔,있음,무료주차(여유),"380,000","80,000","60,000","330,000",102,103,0.99
경기도,안양시,동안구,관양동, 1, 1, 1, 1,10,복층오피스텔,있음,무료주차(여유),"370,000","70,000","50,000","330,000",55,103,0.534
서울특별시,종로구,누하동,, 1, 1, 1, 1,11,단독주택,없음,유료주차,"380,000","35,000","30,000","330,000",48,103,0.466
경기도,안산시,단원구,성곡동, 1, 1, 1, 1,11,복층오피스텔,있음,무료주차(여유),"175,000","68,000","55,000","330,000",8,103,0.078
서울특별시,강남구,역삼동,, 1, 1, 1, 1,8,오피스텔,있음,유료주차,"450,000","90,000","70,000","330,000",49,103,0.476
서울특별시,노원구,상계동,, 2, 1, 1, 1,17,아파트,있음,무료주차(선착순),"460,000","80,000","100,000","330,000",96,103,0.932
서울특별시,동대문구,전농동,, 1, 1, 1, 0,6,복층오피스텔,있음,유료주차,"300,000","60,000",0,"330,000",19,103,0.184
서울특별시,서초구,서초동,, 2, 1, 1, 1,15,호텔,있음,유료주차,"950,000","100,000","100,000","330,000",39,103,0.379
서울특별시,강서구,화곡동,, 1, 1, 1, 1,5,연립빌라,있음,무료주차(선착순),"200,000","60,000","100,000","330,000",34,103,0.33
서울특별시,강서구,화곡동,, 3, 2, 1, 1,11,연립빌라,있음,무료주차(선착순),"250,000","60,000",0,"330,000",12,103,0.117
서울특별시,노원구,하계동,, 2, 1, 1, 1,21,아파트,있음,불가능,"350,000","80,000","50,000","330,000",48,103,0.466
서울특별시,강서구,화곡동,, 1, 1, 1, 1,7,연립빌라,있음,무료주차(선착순),"190,000","60,000","100,000","330,000",5,103,0.049
서울특별시,마포구,합정동,, 3, 1, 1, 1,18,연립빌라,없음,무료주차(선착순),"690,000","49,000","49,000","330,000",27,103,0.262
서울특별시,강남구,역삼동,, 1, 1, 1, 1,8,오피스텔,있음,유료주차,"450,000","90,000","70,000","330,000",21,103,0.204
대구광역시,수성구,범어동,, 1, 1, 1, 1,9,오피스텔,있음,무료주차(여유),"230,000","40,000","50,000","330,000",45,103,0.437
경기도,고양시,일산동구,장항동, 1, 1, 1, 1,14,오피스텔,있음,무료주차(여유),"360,000","70,000","50,000","330,000",27,103,0.262
충청북도,청주시,흥덕구,비하동, 1, 1, 1, 1,13,오피스텔,있음,무료주차(여유),"200,000","50,000",0,"330,000",56,103,0.544
인천광역시,서구,원당동,, 3, 2, 1, 1,32,연립빌라,있음,무료주차(여유),"400,000","100,000","50,000","330,000",26,103,0.252
충청북도,청주시,서원구,개신동, 1, 1, 1, 0,11,아파트,있음,무료주차(선착순),"130,000","50,000","30,000","330,000",51,103,0.495
인천광역시,부평구,부평동,, 1, 1, 1, 0,7,오피스텔,있음,무료주차(여유),"230,000","30,000","10,000","330,000",68,103,0.66
경기도,수원시,영통구,이의동, 2, 2, 1, 1,20,오피스텔,있음,무료주차(여유),"450,000","70,000",0,"330,000",80,103,0.777
대구광역시,수성구,두산동,, 2, 1, 1, 1,15,원룸건물,없음,무료주차(여유),"250,000","50,000","50,000","330,000",8,103,0.078
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"64,000","10,000","10,000","100,000",13,103,0.126
서울특별시,강남구,삼성동,, 1, 1, 1, 0,8,오피스텔,있음,불가능,"369,000","100,000","50,000","330,000",50,103,0.485
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"100,000",0,"20,000","100,000",19,103,0.184
강원특별자치도,원주시,판부면,, 1, 1, 1, 0,10,상가주택,없음,무료주차(선착순),"150,000","50,000","30,000","330,000",61,103,0.592
서울특별시,관악구,신림동,, 1, 1, 1, 0,6,원룸건물,있음,유료주차,"250,000","50,000","50,000","330,000",50,103,0.485
서울특별시,마포구,염리동,, 2, 1, 1, 0,15,오피스텔,있음,불가능,"390,000","70,000","60,000","330,000",56,103,0.544
서울특별시,강남구,삼성동,, 1, 1, 1, 0,8,오피스텔,있음,불가능,"350,000","80,000","50,000","330,000",13,103,0.126
서울특별시,영등포구,신길동,, 1, 0, 0, 0,2,고시원,없음,불가능,"64,000","10,000","10,000","100,000",44,103,0.427
경기도,화성시,병점동,, 1, 1, 1, 1,10,복층오피스텔,있음,유료주차,"220,000","30,000","100,000","330,000",32,103,0.311
서울특별시,강동구,성내동,, 3, 2, 1, 1,29,아파트,있음,무료주차(선착순),"600,000","100,000","70,000","330,000",81,103,0.786
서울특별시,서초구,서초동,, 1, 1, 1, 0,7,오피스텔,있음,불가능,"500,000","70,000","70,000","330,000",2,103,0.019
경기도,평택시,진위면,, 1, 1, 1, 0,11,원룸건물,있음,무료주차(선착순),"190,000","40,000","150,000","330,000",0,103,0
서울특별시,강동구,길동,, 1, 1, 1, 1,20,복층오피스텔,있음,무료주차(선착순),"560,000","80,000","70,000","330,000",36,103,0.35
경기도,시흥시,월곶동,, 1, 1, 1, 0,8,아파트,있음,무료주차(여유),"150,000","50,000","50,000","330,000",8,103,0.078
경기도,의정부시,민락동,, 2, 1, 1, 1,15,상가주택,없음,무료주차(선착순),"280,000","30,000","50,000","330,000",16,103,0.155
대구광역시,중구,대봉동,, 1, 1, 1, 1,11,원룸건물,없음,무료주차(여유),"85,000","70,000","30,000","330,000",34,103,0.33
서울특별시,종로구,동숭동,, 2, 1, 1, 1,25,단독주택,없음,무료주차(여유),"600,000","50,000","50,000","330,000",86,103,0.835
충청북도,청주시,청원구,율량동, 1, 1, 1, 1,12,아파트,있음,무료주차(선착순),"230,000","60,000","50,000","330,000",54,103,0.524
부산광역시,사하구,신평동,, 1, 1, 1, 0,7,상가주택,없음,무료주차(여유),"140,000","50,000","30,000","330,000",6,103,0.058
서울특별시,동작구,신대방동,, 1, 1, 1, 1,10,오피스텔,있음,불가능,"278,000","70,000","50,000","330,000",46,103,0.447
강원특별자치도,속초시,동명동,, 3, 2, 1, 1,35,아파트,있음,무료주차(여유),"750,000","50,000","100,000","330,000",3,103,0.029
서울특별시,마포구,도화동,, 1, 1, 1, 1,10,오피스텔,있음,유료주차,"459,000","100,000","50,000","330,000",21,103,0.204
서울특별시,강남구,청담동,, 1, 1, 0, 0,10,아파트,있음,유료주차,"742,500",0,0,"330,000",18,103,0.175
서울특별시,중구,중림동,, 1, 1, 1, 1,6,복층오피스텔,있음,유료주차,"470,000","90,000","70,000","330,000",18,103,0.175
광주광역시,북구,중흥동,, 1, 1, 0, 0,3,고시원,있음,무료주차(선착순),"90,000",0,"10,000","100,000",0,103,0
인천광역시,남동구,간석동,, 3, 2, 1, 1,17,오피스텔,있음,무료주차(여유),"330,000","80,000","80,000","330,000",19,103,0.184
서울특별시,서초구,서초동,, 1, 1, 1, 0,7,오피스텔,있음,유료주차,"350,000","70,000","60,000","330,000",75,103,0.728
서울특별시,송파구,잠실동,, 3, 1, 1, 1,37,아파트,있음,무료주차(여유),"980,000","260,000","200,000","330,000",79,103,0.767
서울특별시,동작구,상도동,, 3, 1, 1, 1,14,연립빌라,없음,유료주차,"425,000","70,000","40,000","330,000",5,103,0.049
서울특별시,서초구,서초동,, 1, 1, 1, 0,8,오피스텔,있음,유료주차,"370,000","80,000","50,000","330,000",42,103,0.408
부산광역시,사하구,다대동,, 2, 1, 1, 1,15,아파트,있음,무료주차(선착순),"300,000","55,000","50,000","330,000",40,103,0.388
서울특별시,마포구,서교동,, 1, 1, 1, 1,9,오피스텔,있음,유료주차,"400,000","80,000","60,000","330,000",36,103,0.35
서울특별시,영등포구,여의도동,, 1, 1, 1, 1,9,오피스텔,있음,무료주차(선착순),"800,000","50,000",0,"330,000",73,103,0.709
경기도,안산시,단원구,성곡동, 3, 1, 1, 1,12,오피스텔,있음,무료주차(선착순),"290,000","50,000","30,000","330,000",30,103,0.291
서울특별시,용산구,갈월동,, 1, 1, 0, 0,10,복층오피스텔,있음,불가능,"360,000","70,000","60,000","330,000",44,103,0.427
서울특별시,도봉구,창동,, 1, 1, 1, 1,10,오피스텔,있음,유료주차,"300,000","95,000","60,000","330,000",48,103,0.466
경기도,수원시,영통구,원천동, 1, 1, 1, 1,12,원룸건물,있음,무료주차(여유),"200,000","50,000","60,000","330,000",89,103,0.864
충청북도,청주시,흥덕구,복대동, 1, 1, 1, 0,10,아파트,있음,무료주차(선착순),"130,000","50,000","20,000","330,000",3,103,0.029
충청북도,청주시,서원구,개신동, 1, 1, 1, 0,11,아파트,있음,무료주차(여유),"130,000","50,000",0,"330,000",11,103,0.107
서울특별시,강남구,역삼동,, 1, 1, 1, 0,8,아파트,있음,유료주차,"396,000","132,000",0,"330,000",33,103,0.32
경기도,수원시,권선구,세류동, 2, 1, 1, 1,17,연립빌라,있음,무료주차(여유),"240,000","35,000",0,"330,000",31,103,0.301
서울특별시,강동구,명일동,, 1, 1, 1, 0,7,오피스텔,있음,유료주차,"320,000","70,000","50,000","330,000",54,103,0.524
광주광역시,광산구,신창동,, 1, 1, 1, 0,10,원룸건물,없음,무료주차(여유),"140,000","20,000",0,"330,000",5,103,0.049
강원특별자치도,춘천시,효자동,, 1, 2, 1, 0,10,복층단독주택,없음,무료주차(선착순),"250,000","20,000",0,"330,000",7,103,0.068
대전광역시,서구,둔산동,, 1, 1, 1, 1,10,복층오피스텔,있음,불가능,"290,000","60,000","50,000","330,000",19,103,0.184
서울특별시,강남구,역삼동,, 1, 1, 1, 0,8,아파트,있음,유료주차,"396,000","132,000",0,"330,000",4,103,0.039
서울특별시,동작구,상도동,, 3, 1, 1, 1,22,연립빌라,없음,무료주차(여유),"400,000","50,000","30,000","330,000",79,103,0.767
부산광역시,수영구,민락동,, 1, 1, 1, 1,8,오피스텔,있음,무료주차(선착순),"280,000","50,000","50,000","330,000",35,103,0.34
부산광역시,해운대구,우동,, 1, 1, 1, 0,8,오피스텔,있음,무료주차(선착순),"250,000","50,000","50,000","330,000",58,103,0.563
부산광역시,수영구,민락동,, 1, 1, 1, 0,8,오피스텔,있음,유료주차,"310,000","42,000","30,000","330,000",0,103,0
서울특별시,서초구,반포동,, 1, 1, 0, 0,3,고시원,없음,불가능,"180,000",0,0,"100,000",0,103,0
서울특별시,강서구,화곡동,, 2, 1, 1, 1,9,연립빌라,있음,무료주차(선착순),"200,000","50,000",0,"330,000",68,103,0.66
서울특별시,마포구,노고산동,, 2, 1, 1, 0,12,오피스텔,있음,유료주차,"500,000","60,000","60,000","330,000",39,103,0.379
인천광역시,남동구,만수동,, 1, 1, 1, 1,10,연립빌라,없음,무료주차(여유),"70,000","25,000",0,"330,000",30,103,0.291
강원특별자치도,양양군,현북면,, 2, 1, 1, 1,17,단독주택,없음,무료주차(여유),"150,000","20,000","20,000","330,000",13,103,0.126
서울특별시,송파구,잠실동,, 1, 1, 0, 0,3,고시원,없음,불가능,"280,000",0,0,"100,000",23,103,0.223
서울특별시,마포구,성산동,, 1, 1, 1, 1,18,아파트,있음,무료주차(여유),"550,000","100,000","100,000","330,000",30,103,0.291
인천광역시,미추홀구,도화동,, 1, 1, 1, 0,6,원룸건물,없음,무료주차(선착순),"190,000","50,000","50,000","330,000",0,103,0
경기도,수원시,팔달구,인계동, 1, 1, 1, 1,10,복층오피스텔,있음,유료주차,"300,000","60,000","50,000","330,000",27,103,0.262
경기도,수원시,권선구,서둔동, 3, 2, 1, 1,25,복층아파트,있음,무료주차(여유),"730,000","120,000","70,000","330,000",43,103,0.417
경기도,고양시,덕양구,향동동, 1, 1, 1, 1,10,복층오피스텔,있음,무료주차(여유),"280,000","40,000","50,000","330,000",59,103,0.573
광주광역시,광산구,신창동,, 1, 1, 1, 0,10,원룸건물,없음,무료주차(여유),"120,000","20,000",0,"330,000",33,103,0.32
경기도,안산시,단원구,성곡동, 3, 1, 1, 1,18,오피스텔,있음,무료주차(선착순),"390,000","70,000","50,000","330,000",9,103,0.087
서울특별시,강남구,역삼동,, 1, 1, 1, 0,10,오피스텔,있음,불가능,"380,000","100,000","50,000","330,000",25,103,0.243
대구광역시,북구,복현동,, 1, 1, 0, 0,8,원룸건물,없음,무료주차(선착순),"90,000","10,000","10,000","330,000",13,103,0.126
서울특별시,마포구,동교동,, 1, 1, 1, 0,10,상가주택,없음,불가능,"480,000","35,000","50,000","330,000",72,103,0.699
서울특별시,마포구,현석동,, 1, 1, 1, 1,8,아파트,있음,무료주차(여유),"465,000","70,000","33,000","330,000",32,103,0.311
대구광역시,수성구,두산동,, 2, 1, 1, 1,17,원룸건물,없음,무료주차(여유),"290,000","50,000","50,000","330,000",9,103,0.087
서울특별시,송파구,거여동,, 2, 1, 1, 1,14,오피스텔,있음,무료주차(여유),"500,000","70,000","100,000","330,000",40,103,0.388
서울특별시,강남구,삼성동,, 2, 1, 1, 1,22,복층오피스텔,있음,무료주차(여유),"980,000","170,000","150,000","330,000",31,103,0.301
서울특별시,중구,중림동,, 1, 1, 1, 1,5,복층오피스텔,있음,유료주차,"375,000","100,000","60,000","330,000",103,103,1
경기도,평택시,포승읍,, 1, 1, 0, 0,6,호텔,있음,무료주차(선착순),"170,000","40,000","50,000","330,000",3,103,0.029
전북특별자치도,전주시,덕진구,금암동, 1, 1, 1, 1,5,원룸건물,없음,유료주차,"150,000",0,0,"330,000",28,103,0.272
서울특별시,서초구,신원동,, 1, 1, 0, 0,7,오피스텔,있음,유료주차,"420,000","30,000","30,000","330,000",5,103,0.049
서울특별시,광진구,군자동,, 2, 1, 1, 1,13,연립빌라,있음,무료주차(여유),"350,000","20,000","20,000","330,000",36,103,0.35
충청북도,청주시,흥덕구,복대동, 1, 1, 1, 0,8,원룸건물,없음,무료주차(선착순),"120,000","50,000","50,000","330,000",6,103,0.058
인천광역시,서구,청라동,, 1, 1, 1, 0,7,오피스텔,있음,무료주차(여유),"175,000","50,000","30,000","330,000",9,103,0.087
부산광역시,수영구,광안동,, 1, 1, 1, 0,11,단독주택,없음,무료주차(선착순),"130,000","80,000","50,000","330,000",18,103,0.175
서울특별시,강남구,도곡동,, 1, 1, 0, 0,2,고시원,없음,불가능,"100,000","10,000","30,000","100,000",57,103,0.553
서울특별시,송파구,석촌동,, 2, 1, 1, 1,18,연립빌라,있음,무료주차(여유),"390,000","80,000","150,000","330,000",70,103,0.68
경기도,광명시,하안동,, 3, 1, 1, 1,23,아파트,있음,무료주차(선착순),"450,000","70,000","70,000","330,000",96,103,0.932
경기도,파주시,동패동,, 3, 2, 1, 1,18,아파트,있음,불가능,"350,000","80,000","50,000","330,000",47,103,0.456
경기도,부천시,계수동,, 3, 2, 1, 1,18,아파트,있음,무료주차(여유),"400,000","70,000","70,000","330,000",48,103,0.466
서울특별시,강서구,마곡동,, 1, 1, 1, 1,7,오피스텔,있음,유료주차,"330,000","50,000","50,000","330,000",10,103,0.097
서울특별시,강동구,길동,, 1, 1, 1, 0,9,복층오피스텔,있음,무료주차(선착순),"330,000","50,000","40,000","330,000",69,103,0.67
서울특별시,광진구,화양동,, 1, 1, 0, 0,7,복층오피스텔,있음,불가능,"320,000","60,000","60,000","330,000",21,103,0.204
인천광역시,연수구,송도동,, 1, 1, 1, 1,15,오피스텔,있음,무료주차(여유),"320,000","50,000","50,000","330,000",55,103,0.534
인천광역시,서구,청라동,, 1, 1, 1, 0,6,오피스텔,있음,무료주차(여유),"175,000","50,000","30,000","330,000",20,103,0.194
부산광역시,부산진구,양정동,, 1, 1, 1, 1,6,복층오피스텔,있음,무료주차(선착순),"220,000","60,000","50,000","330,000",10,103,0.097
서울특별시,마포구,노고산동,, 1, 0, 0, 0,3,오피스텔,있음,유료주차,"150,000","40,000","30,000","330,000",29,103,0.282
서울특별시,노원구,상계동,, 1, 1, 1, 1,11,아파트,없음,무료주차(선착순),"290,000","70,000",0,"330,000",97,103,0.942
강원특별자치도,춘천시,삼천동,, 2, 1, 1, 1,15,단독주택,없음,무료주차(여유),"450,000","50,000","50,000","330,000",19,103,0.184
서울특별시,영등포구,당산동,, 1, 1, 1, 0,5,오피스텔,있음,무료주차(여유),"280,000","20,000","15,000","330,000",17,103,0.165
서울특별시,송파구,방이동,, 1, 1, 1, 0,6,오피스텔,있음,유료주차,"370,000","60,000","50,000","330,000",45,103,0.437
서울특별시,관악구,신림동,, 1, 1, 0, 0,6,원룸건물,없음,불가능,"80,000","30,000","30,000","330,000",20,103,0.194
인천광역시,서구,청라동,, 1, 1, 1, 0,6,오피스텔,있음,무료주차(여유),"175,000","50,000","30,000","330,000",26,103,0.252
서울특별시,도봉구,창동,, 1, 1, 1, 1,11,오피스텔,있음,무료주차(여유),"299,000","100,000","50,000","330,000",88,103,0.854
서울특별시,강남구,역삼동,, 1, 1, 1, 0,10,오피스텔,있음,불가능,"390,000","80,000","60,000","330,000",9,103,0.087
충청북도,청주시,서원구,개신동, 1, 1, 1, 0,11,아파트,있음,무료주차(선착순),"130,000","50,000","30,000","330,000",0,103,0
경기도,평택시,동삭동,, 1, 0, 0, 0,3,쉐어하우스,있음,유료주차,"90,000","30,000","20,000","330,000",0,103,0
서울특별시,강남구,역삼동,, 1, 1, 0, 0,8,오피스텔,있음,유료주차,"470,000","100,000","30,000","330,000",103,103,1
경기도,고양시,덕양구,삼송동, 1, 1, 1, 1,9,오피스텔,있음,무료주차(여유),"420,000","70,000","60,000","330,000",28,103,0.272
서울특별시,강남구,역삼동,, 2, 1, 1, 1,13,오피스텔,있음,무료주차(여유),"770,000","100,000","100,000","330,000",74,103,0.718
경기도,파주시,야당동,, 3, 2, 1, 1,16,연립빌라,있음,무료주차(선착순),"250,000","50,000",0,"330,000",12,103,0.117
서울특별시,용산구,서계동,, 1, 1, 1, 0,9,복층오피스텔,있음,불가능,"389,000","100,000","30,000","330,000",30,103,0.291
경기도,김포시,풍무동,, 2, 1, 1, 1,10,오피스텔,있음,무료주차(선착순),"330,000","50,000","70,000","330,000",39,103,0.379
서울특별시,금천구,가산동,, 1, 1, 0, 0,4,오피스텔,있음,불가능,"180,000","60,000","50,000","330,000",6,103,0.058
서울특별시,용산구,이태원동,, 1, 1, 1, 1,9,단독주택,없음,불가능,"390,000","50,000","20,000","330,000",15,103,0.146
경기도,용인시,수지구,상현동, 2, 1, 1, 1,15,오피스텔,있음,무료주차(여유),"490,000","70,000","50,000","330,000",83,103,0.806
서울특별시,마포구,망원동,, 2, 1, 1, 1,12,연립빌라,없음,무료주차(선착순),"380,000","60,000","60,000","330,000",53,103,0.515
경기도,평택시,고덕동,, 3, 2, 1, 1,26,아파트,있음,무료주차(여유),"490,000","80,000",0,"330,000",6,103,0.058
부산광역시,해운대구,송정동,, 1, 1, 1, 0,7,오피스텔,있음,불가능,"280,000","30,000","30,000","330,000",26,103,0.252
서울특별시,광진구,화양동,, 1, 1, 0, 0,7,복층오피스텔,있음,불가능,"348,000","80,000","50,000","330,000",14,103,0.136
대전광역시,서구,갈마동,, 1, 1, 1, 0,7,원룸건물,있음,무료주차(선착순),"150,000","50,000","20,000","330,000",21,103,0.204
서울특별시,노원구,중계동,, 1, 1, 1, 1,24,복층오피스텔,있음,무료주차(여유),"350,000","30,000","30,000","330,000",63,103,0.612
부산광역시,해운대구,우동,, 3, 2, 1, 1,30,아파트,있음,무료주차(여유),"550,000","100,000","50,000","330,000",0,103,0
전북특별자치도,전주시,덕진구,금암동, 1, 1, 1, 1,5,원룸건물,없음,유료주차,"150,000",0,0,"330,000",12,103,0.117
서울특별시,노원구,하계동,, 1, 1, 0, 0,18,복층아파트,있음,무료주차(선착순),"290,000","40,000","50,000","330,000",69,103,0.67
서울특별시,관악구,남현동,, 1, 1, 1, 1,4,오피스텔,있음,불가능,"230,000","25,000","20,000","330,000",0,103,0
부산광역시,부산진구,가야동,, 1, 1, 1, 0,8,복층원룸건물,없음,무료주차(선착순),"130,000","40,000","60,000","330,000",0,103,0
강원특별자치도,속초시,청학동,, 1, 1, 1, 0,10,호텔,있음,무료주차(선착순),"170,000","60,000","40,000","330,000",6,103,0.058
인천광역시,남동구,구월동,, 1, 1, 1, 0,4,오피스텔,있음,불가능,"150,000","50,000","30,000","330,000",31,103,0.301
대구광역시,동구,신천동,, 1, 1, 1, 0,9,오피스텔,있음,불가능,"320,000","30,000","30,000","330,000",0,103,0
서울특별시,강서구,마곡동,, 1, 1, 1, 0,6,오피스텔,있음,유료주차,"320,000","60,000","60,000","330,000",5,103,0.049
대전광역시,유성구,봉명동,, 1, 1, 1, 1,8,오피스텔,있음,무료주차(여유),"240,000","50,000",0,"330,000",41,103,0.398
서울특별시,중구,을지로5가,, 2, 1, 1, 1,11,오피스텔,있음,유료주차,"580,000",0,"150,000","330,000",5,103,0.049
전북특별자치도,전주시,덕진구,진북동, 3, 1, 1, 1,18,아파트,있음,무료주차(여유),"350,000","50,000","20,000","330,000",5,103,0.049
강원특별자치도,강릉시,내곡동,, 1, 1, 1, 0,10,아파트,없음,무료주차(여유),"180,000","40,000","30,000","330,000",74,103,0.718
경기도,안산시,단원구,성곡동, 1, 1, 0, 0,8,오피스텔,있음,무료주차(여유),"300,000","30,000","10,000","330,000",0,103,0
경기도,수원시,권선구,서둔동, 1, 1, 1, 1,8,오피스텔,있음,무료주차(선착순),"350,000","40,000","40,000","330,000",31,103,0.301
인천광역시,서구,당하동,, 1, 1, 1, 0,7,복층오피스텔,있음,무료주차(여유),"199,000","50,000","30,000","330,000",36,103,0.35
경기도,광명시,하안동,, 1, 1, 1, 1,12,아파트,있음,무료주차(여유),"350,000","70,000","50,000","330,000",72,103,0.699
서울특별시,강동구,명일동,, 1, 1, 1, 1,7,복층오피스텔,있음,유료주차,"340,000","80,000","60,000","330,000",58,103,0.563
충청북도,청주시,흥덕구,복대동, 1, 1, 1, 0,10,상가주택,없음,무료주차(선착순),"160,000","80,000","50,000","330,000",6,103,0.058
서울특별시,강북구,미아동,, 3, 2, 1, 1,18,복층오피스텔,있음,유료주차,"435,000","49,000",0,"330,000",41,103,0.398
